Name,Address,Phone,website,place_id,Search Position,query_coords,search_number
Food Plus Food Stores,"5501 Broadway, West Palm Beach, FL 33407",(561) 863-6567,,ChIJ2UNNcrPV2IgRy5TCi71EgAc,10,"@26.69796,-80.04075,12z",36
Joseph's Classic Market,"2791 S Dixie Hwy, West Palm Beach, FL 33405",(561) 858-8819,https://www.josephsclassicmarket.com/,ChIJz_igmK3X2IgR-xjsG-KMW10,14,"@26.69796,-80.04075,12z",36
Euro Market,"4603 Okeechobee Blvd #120, West Palm Beach, FL 33417",(561) 683-1911,,ChIJf-uss8Mp2YgR5VbstUgIqzo,15,"@26.69796,-80.04075,12z",36
Dani Grocery Store,"4310 Broadway, West Palm Beach, FL 33407",(561) 721-9998,,ChIJjfB_9crV2IgRVucQcVJTkNw,16,"@26.69796,-80.04075,12z",36
Tigerfood Food Store,"2501 Old Dixie Hwy, Riviera Beach, FL 33404",,,ChIJRxdO1QjV2IgRK5ORAvoEu5s,18,"@26.69796,-80.04075,12z",36
La Familia Grocery,"835 Southern Blvd, West Palm Beach, FL 33405",(561) 833-0525,http://la-familia-grocery.edan.io/,ChIJfbuNYK7X2IgRbSTXysl8MGE,19,"@26.69796,-80.04075,12z",36
B & B,"701 N Sapodilla Ave, West Palm Beach, FL 33401",(561) 833-7209,,ChIJcWXvo3zW2IgRMW0x0wQ2KV0,20,"@26.69796,-80.04075,12z",36
World Food Market,"922 Kennedy Dr, Key West, FL 33040",(305) 809-9200,,ChIJNxt4jMu20YgR6P1xB8gaFoo,1,"@24.5855,-81.74904,12z",37
Fausto's Food Palace,"1105 White St, Key West, FL 33040",(305) 294-5221,http://www.faustos.com/,ChIJiQei-sW20YgRzRSXQSSvpsY,2,"@24.5855,-81.74904,12z",37
Fausto's Food Palace,"522 Fleming St, Key West, FL 33040",(305) 296-5663,http://www.faustos.com/,ChIJfQY39em20YgRf6GLet2N--A,3,"@24.5855,-81.74904,12z",37
Old Town Grocer,"1101 Whitehead St, Key West, FL 33040",(305) 453-6643,,ChIJTedoRt220YgRmDSSTff2UP0,4,"@24.5855,-81.74904,12z",37
Fishbusterz Retail Seafood Market,"6406 Maloney Ave, Key West, FL 33040",(305) 294-6456,http://fishbusterz.com/,ChIJP_XWsYKx0YgRlzjbnPNWikc,5,"@24.5855,-81.74904,12z",37
Murray's Market,"24550 Overseas Hwy MM 24.5, Summerland Key, FL 33042",(305) 745-3534,,ChIJO_X28B_-0IgRyXg7hqTF1dc,6,"@24.5855,-81.74904,12z",37
Kermit's Key Lime Shop,"335F Duval St, Key West, FL 33040",,http://www.keylimeshop.com/,ChIJZ9ZJKOi20YgRW4LwNiyrfrc,7,"@24.5855,-81.74904,12z",37
Venture Out Community Store,"701 Spanish Main Dr, Cudjoe Key, FL 33042",(305) 745-3743,https://ventureoutvacationrental.com/,ChIJSb286SwA0YgRd_M6DmP5Iug,8,"@24.5855,-81.74904,12z",37
Kermit's Key Lime Shop,"200 Elizabeth St, Key West, FL 33040",,http://www.keylimeshop.com/,ChIJIdiI5uq20YgRL6KJnmEBdQI,9,"@24.5855,-81.74904,12z",37
Dolphin Deli,"5600 Maloney Ave, Key West, FL 33040",(305) 293-0707,http://dolphindeli.com/,ChIJzelZW3ix0YgR50SsyOCbgUA,10,"@24.5855,-81.74904,12z",37
M & L Food Market,"7446 Collins Ave #2714, Miami Beach, FL 33141",(305) 865-2649,https://www.foodmarketmiamibeach.com/,ChIJRZhqLeiy2YgRJa8EP3gGwxc,13,"@24.5855,-81.74904,12z",37
The Marketplace,"1 Knights Key Boulevard MM 47, Marathon, FL 33050",(305) 481-9451,http://www.islabellabeachresort.com/the-marketplace,ChIJ-X-7un_f0IgRotOzax6qQ_c,15,"@24.5855,-81.74904,12z",37
International Food,"300 S Central Ave #102, Flagler Beach, FL 32136",(386) 439-3697,,ChIJvRzv4GTA5ogRv4vwNIJDLWo,8,"@29.45252,-81.14025,12z",38
E & S Foods Inc,"206 N State St, Bunnell, FL 32110",(386) 586-2925,,ChIJDxhtvjLt5ogRAbZGCQSTxh4,11,"@29.45252,-81.14025,12z",38
The Honey Baked Ham Company,"1499 Palm Coast Pkwy NE, Palm Coast, FL 32137",(386) 585-4545,https://www.honeybaked.com/stores/1674,ChIJX2d7LlqU5ogRtJo4FX8F-aU,12,"@29.45252,-81.14025,12z",38
Publix Super Market at Halifax,"101 E Granada Blvd, Ormond Beach, FL 32176",(386) 672-8643,https://www.publix.com/?setstorenumber=1755&utm_medium=maps&utm_source=extendednetwork&utm_content=psm_website_url,ChIJlaX2kQLb5ogRhvfMoLNip0Q,13,"@29.45252,-81.14025,12z",38
Oil & Vinegar Daytona Beach,"2644 LPGA Blvd, Daytona Beach, FL 32124",(386) 256-7336,https://www.oilandvinegardaytona.com/,ChIJHXzfu2jd5ogRf2K4IZlXEKs,14,"@29.45252,-81.14025,12z",38
AM Market & Coffee,"1122 W Granada Blvd, Ormond Beach, FL 32174",(386) 236-9230,https://ammarket.smartonlineorder.com/,ChIJM-tBdQ3d5ogR1K-WQ_Hiz6I,17,"@29.45252,-81.14025,12z",38
Dollar General,"5940 US-1, Bunnell, FL 32110",(386) 385-7940,https://www.dollargeneral.com/store-directory/fl/bunnell/20292,ChIJvzBM5HDp5ogRFlhqRGd9wOQ,18,"@29.45252,-81.14025,12z",38
Discount Groceries,"2185 A1A S, St. Augustine, FL 32080",(904) 461-1002,https://www.facebook.com/Discount-Grocery-and-More-20-1416913925268118/,ChIJlU77G9Qn5IgRsgpSTOqg5lA,19,"@29.45252,-81.14025,12z",38
Coconut Barrel,"2121 US-1, St. Augustine, FL 32086",(904) 484-8729,https://coconutbarrel.com/,ChIJ5a0ebxSd5ogReojDnOPLFvc,20,"@29.45252,-81.14025,12z",38
Marathon Liquors & Deli,"5101 Overseas Hwy, Marathon, FL 33050",(305) 743-6350,,ChIJB3mic7Te0IgRYOLBe3BKv1A,1,"@24.72328,-81.02155,12z",39
2000 Gourmet Corporation,"17 Lincoln Rd, Brooklyn, NY 11225",(718) 284-0002,,ChIJmSKLqxNbwokRpSb931kBSZU,12,"@24.72328,-81.02155,12z",39
Natural Valley Market,"182 Ralph Ave, Brooklyn, NY 11233",(718) 484-3522,http://naturalvalleymarket.com/,ChIJAQDElG1cwokRvt27AJZAOAc,14,"@24.72328,-81.02155,12z",39
Green Gourmet Market,"354 Lewis Ave, Brooklyn, NY 11233",(718) 455-5619,https://www.mealhi5.com/Green-Gourmet-Market-Inc/,ChIJAQ8WEHZcwokR0du1TN4kFYg,17,"@24.72328,-81.02155,12z",39
Tasty Gourmet And Deli,"1060 Greene Ave, Brooklyn, NY 11221",(347) 663-6070,,ChIJs9X5YctdwokRUihf7V9P39U,19,"@24.72328,-81.02155,12z",39
Sunnyside Gardens Market,"46-01 Skillman Ave, Queens, NY 11104",(718) 937-9301,,ChIJT9wmsSBfwokRhOhRce_AN-s,20,"@24.72328,-81.02155,12z",39
Express Grocery,"1415 Dr Martin Luther King Way, Sarasota, FL 34234",(941) 351-7278,http://express-grocery.edan.io/,ChIJJ4yx-_I_w4gRpVG4XlS5tEg,2,"@27.44319,-82.50834,12z",40
European Foods Gourmet Deli,"6513 14th St W #111, Bradenton, FL 34207",(941) 254-4109,http://eurodelibradenton.com/,ChIJgZBqY84Xw4gRGrY0mgbi0Nk,3,"@27.44319,-82.50834,12z",40
The Fresh Market,"5251 University Pkwy, University Park, FL 34201",(941) 355-0417,https://stores.thefreshmarket.com/fl/university-park/103,ChIJQ0VumiA5w4gRuvFQ59X4AQI,4,"@27.44319,-82.50834,12z",40
Harry's Corner Store,"5600 Gulf of Mexico Dr, Longboat Key, FL 34228",(941) 383-0777,http://www.harryskitchen.com/,ChIJJZ0tvJoTw4gRKmFs9X96XhE,5,"@27.44319,-82.50834,12z",40
grocery,"1200 Signal Pointe Cir, Sarasota, FL 34237",,,ChIJN77KrX5Bw4gRyZ18q_yKFOM,7,"@27.44319,-82.50834,12z",40
Ancient Olive Gourmet Store,"26 N Boulevard of the Presidents, Sarasota, FL 34236",(941) 388-1414,http://www.theancientolive.com/,ChIJLw9AhpFqw4gRDsrQb-256mo,8,"@27.44319,-82.50834,12z",40
Janie's Market & Deli,"1400 Dr Martin Luther King Way, Sarasota, FL 34234",(941) 366-1111,http://www.janies.net/,ChIJR-pqI40_w4gRN-z0gJsqOOg,9,"@27.44319,-82.50834,12z",40
The Fresh Market,"6701 Manatee Ave W, Bradenton, FL 34209",(941) 795-1800,https://stores.thefreshmarket.com/fl/bradenton/147,ChIJc3ckfyAXw4gR1FXHUTjlFY4,10,"@27.44319,-82.50834,12z",40
Slofoodgroup,,(941) 953-1493,https://www.slofoodgroup.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_click,ChIJ-3NMaqv6BnwRLW2XQHMT52k,11,"@27.44319,-82.50834,12z",40
Richard's Foodporium,"8207 Cooper Creek Blvd, Sarasota, FL 34201",(941) 358-8011,http://www.richardsfoodporium.com/,ChIJMxR-xx85w4gRW2FzNTP51Ik,12,"@27.44319,-82.50834,12z",40
Latin Brother Market LLC,"1100 N Tuttle Ave # 7, Sarasota, FL 34237",(941) 706-3721,,ChIJWyMb9oFAw4gRRwLNJ-nWkyY,13,"@27.44319,-82.50834,12z",40
Universal Farm Market,"2862 Ringling Blvd, Sarasota, FL 34237",,,ChIJZcHURI9Aw4gR2MsqBhwbssE,14,"@27.44319,-82.50834,12z",40
La Placita,"5870 14th St W, Bradenton, FL 34207",(941) 758-0221,http://la-placita-bradenton.edan.io/,ChIJv28NsOUVw4gRiN8n6imFcFA,15,"@27.44319,-82.50834,12z",40
Rogers Market,"3400 Paleo Dr, Sarasota, FL 34240",(941) 702-8051,http://www.rogers.market/,ChIJhf1zxvlHw4gRAPa8a8SWcmQ,16,"@27.44319,-82.50834,12z",40
Two Chefs On Hillview,"1960 Hillview St, Sarasota, FL 34239",(941) 210-3535,http://www.twochefsonhillview.com/,ChIJGYdusS9Bw4gRD1-e7h5zyFc,17,"@27.44319,-82.50834,12z",40
The Chop Shop,"5906 Manatee Ave W, Bradenton, FL 34209",(941) 794-6328,http://www.chopshopgrocer.com/,ChIJNeAS4R0Xw4gRh3zi8cd6hoA,18,"@27.44319,-82.50834,12z",40
Jibarito Market,"6170 15th St E, Bradenton, FL 34203",(305) 747-3806,,ChIJN6fvzQQ_w4gRXc0ZdsZUNEY,19,"@27.44319,-82.50834,12z",40
QUICK IN QUICK OUT,"1634 N Washington Blvd, Sarasota, FL 34236",(941) 366-1116,,ChIJp3l8cIg_w4gR9Tt5qf5j6Ds,20,"@27.44319,-82.50834,12z",40
Mosquito Creek Grocery,"5500 FL-70, Okeechobee, FL 34972",(863) 763-7412,,ChIJ44x1_YKf3ogRrWwlWq77tqE,9,"@27.48016,-80.90926,12z",41
Bravo Supermarkets,"802 E. North Park Street, Okeechobee, FL 34972",(863) 357-0074,https://locations.bravosupermarkets.com/bravo-supermarkets-48ac395302c6?utm_source=google&utm_medium=organic&utm_campaign=Yext,ChIJNxxpZ_cf3IgRq30HobgfKTg,14,"@27.48016,-80.90926,12z",41
La Placita Super Market,"1002 NW Park St, Okeechobee, FL 34972",(863) 824-0782,https://www.facebook.com/placitadeokeechobee/,ChIJrdHlyIgf3IgRovGST9iXlS0,17,"@27.48016,-80.90926,12z",41
From Olives & Grapes,"12 Oleander St, Cocoa, FL 32922",(321) 205-1740,https://www.shopfromolivesandgrapes.com/,ChIJeSuHc_4B3ogRN66OweZ2kKo,4,"@28.14695,-80.99968,12z",42
Fiske Grocery,"810 S Fiske Blvd, Rockledge, FL 32955",(321) 639-7043,,ChIJx_Y9nucB3ogRYfWM-m6NYo8,6,"@28.14695,-80.99968,12z",42
Hayes Meats & Gourmet Foods,"285 Fortenberry Rd, Merritt Island, FL 32952",(321) 453-3550,http://www.hayesmeats.com/,ChIJO8vIjXUC3ogRkebNM_lv2XE,7,"@28.14695,-80.99968,12z",42
JNM Super Market,"7521 International Dr, Orlando, FL 32819",(407) 592-4748,,ChIJIxxg6f9-54gRVzC_PSR-wn8,14,"@28.14695,-80.99968,12z",42
F & T Mini Market,"601 S Fiske Blvd, Cocoa, FL 32922",(321) 634-5252,,ChIJh1VWTucB3ogRPXuKMCyhlSU,15,"@28.14695,-80.99968,12z",42
British Food Club,"1745 Premier Row, Orlando, FL 32809",(407) 648-6803,https://britishfoodclub.com/,ChIJgVpzclV954gR0XUHDBxdQDY,17,"@28.14695,-80.99968,12z",42
Simpler Times Market & Deli,"N Brevard Ave, Cocoa Beach, FL 32931",(321) 613-4663,,ChIJJbeW8T0d3ogRKIJtPSiyy9c,18,"@28.14695,-80.99968,12z",42
Daddy Gourmet,"8420 NW 61st St, Miami, FL 33166",(305) 456-7888,http://www.daddygourmet.net/,ChIJizKfzoi32YgRGot0G0MoPDE,1,"@25.4195,-80.86342,12z",43
Food Zone Food Stores,"9585 SW 160th St, Miami, FL 33157",(305) 256-8320,,ChIJv2f7OBnE2YgRMoF10hEXRzU,2,"@25.4195,-80.86342,12z",43
Fresco y Más,"27359 S Dixie Hwy, Homestead, FL 33032",(305) 248-0660,https://www.frescoymas.com/,ChIJl_rbIxXd2YgRPupcOjrp4BA,3,"@25.4195,-80.86342,12z",43
Mr Food Store,"9617 Fontainebleau Blvd, Miami, FL 33172",(305) 221-1834,http://mr-food-store.edan.io/,ChIJQ6xDUiS52YgRqdM2JiL4QDI,6,"@25.4195,-80.86342,12z",43
Family Food Store,"3049 NW 62nd St, Miami, FL 33147",,,ChIJAxZ10-mw2YgR2iyqFV-mByo,8,"@25.4195,-80.86342,12z",43
The Gardens Market - Cutler Bay,"10900 SW 196th St, Miami, FL 33157",(305) 259-0560,,ChIJp9GfUIDD2YgRKn9KqaTge4A,9,"@25.4195,-80.86342,12z",43
JAMAICA PLACE,"2291 NW 82nd Ave, Miami, FL 33122",(954) 372-7332,https://jamaicaplace.com/,ChIJRbchc1m52YgRKbeeOQTZ7-o,10,"@25.4195,-80.86342,12z",43
Food Plus Food Store,"11665 NE 2nd Ave, North Miami, FL 33161",(786) 558-7567,,ChIJN9jBPvGx2YgRFImSZiabamA,11,"@25.4195,-80.86342,12z",43
Marky's Gourmet,"687 NE 79th St, Miami, FL 33138",(305) 758-2005,https://www.markys.com/,ChIJV46Ok9Sz2YgRx0bellUkhMQ,12,"@25.4195,-80.86342,12z",43
International Gourmet Foods,"7303 NW 12th St, Miami, FL 33126",(305) 477-3663,http://internationalgourmetfoods.net/,ChIJWxkbB6S52YgRLLNlu18_nC4,13,"@25.4195,-80.86342,12z",43
Harba Food Store,"1003 NW 3rd Ave, Miami, FL 33136",(305) 347-3336,,ChIJdTTMJr222YgRm1F887R5pnQ,14,"@25.4195,-80.86342,12z",43
Rancho Diaz,"28205 SW 187th Ave, Homestead, FL 33030",,,ChIJ5Yu94G3n2YgRD08K8Zh8WrA,15,"@25.4195,-80.86342,12z",43
Islanders Marketplace LLC,"651 Brickell Key Dr, Miami, FL 33131",(305) 371-3701,,ChIJhR9sZSi02YgREi2scMppzqw,17,"@25.4195,-80.86342,12z",43
Mariana Foods Inc.,"1444 Biscayne Blvd STE 212, Miami, FL 33132",(917) 679-1797,http://www.marianafoods.us/,ChIJveG2S6m32YgRVfhT4y8WQjU,20,"@25.4195,-80.86342,12z",43
Food Giant,"9511 N Century Blvd, Century, FL 32535",(850) 256-3228,http://www.foodgiant.com/,ChIJx6uAZwJnkIgRfjonfCU_MM0,1,"@30.87085,-87.46792,12z",44
Fulton Grocery,"1288 Dauphin Island Pkwy, Mobile, AL 36605",(251) 308-3931,,ChIJJY2v5YFOmogRrV2gN4LLmOY,8,"@30.87085,-87.46792,12z",44
The Fresh Market,"6900 US-90 Suite 2, Daphne, AL 36526",(251) 626-1422,https://stores.thefreshmarket.com/al/daphne/151,ChIJ-wXhpwhDmogRPXEpSH9WWow,9,"@30.87085,-87.46792,12z",44
Rouses Market,"3075 US-98, Daphne, AL 36526",(251) 270-5006,https://www.rouses.com/,ChIJwfK_T39DmogRr2l2zC_U_cw,12,"@30.87085,-87.46792,12z",44
The Saucery,,,,ChIJxxwt8EAFmogRzmpydpcfemw,13,"@30.87085,-87.46792,12z",44
Piggly Wiggly,"3367 Wallace Lake Rd, Pace, FL 32571",(850) 304-7383,https://www.pigglywiggly.com/store-locations/florida/,ChIJwTOrbOnzkIgRFV73BoaxL7I,16,"@30.87085,-87.46792,12z",44
Winn-Dixie,"4224 US-90, Pace, FL 32571",(850) 994-4240,https://www.winndixie.com/,ChIJJ2fShBvskIgRniSwrywafUE,17,"@30.87085,-87.46792,12z",44
The Happy Olive,"314 De La Mare Ave, Fairhope, AL 36532",(251) 929-0711,http://www.happyolive4.com/,ChIJ7RejU4VAmogRLe3ZzOeXCXo,19,"@30.87085,-87.46792,12z",44
